id,项目名称,网址,zbkzj,下浮率,kbjj,投标单位数量
,0,http://lssggzy.lishui.gov.cn/art/2009/12/11/art_1229661812_150203.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/12/10/art_1229661812_150196.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/12/7/art_1229661812_150174.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/12/3/art_1229661812_150168.html,0.0,0.0,0,6
,0,http://lssggzy.lishui.gov.cn/art/2009/12/1/art_1229661812_150141.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/12/1/art_1229661812_150161.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/12/1/art_1229661812_150155.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/12/1/art_1229661812_150148.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/11/26/art_1229661812_150134.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/11/26/art_1229661812_150127.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/11/24/art_1229661812_150113.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/11/24/art_1229661812_150120.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/11/20/art_1229661812_150106.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/11/20/art_1229661812_150099.html,0.0,0.0,0,6
,0,http://lssggzy.lishui.gov.cn/art/2009/11/17/art_1229661812_150085.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/11/17/art_1229661812_150092.html,0.0,0.0,0,6
,0,http://lssggzy.lishui.gov.cn/art/2009/11/13/art_1229661812_150078.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/11/13/art_1229661812_150071.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/11/11/art_1229661812_150064.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/11/9/art_1229661812_150058.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/11/5/art_1229661812_150052.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/11/4/art_1229661812_150046.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/11/4/art_1229661812_150042.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/10/27/art_1229661812_150035.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/10/26/art_1229661812_150029.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/10/23/art_1229661812_150022.html,0.0,0.0,0,6
,0,http://lssggzy.lishui.gov.cn/art/2009/10/23/art_1229661812_150014.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/10/22/art_1229661812_149970.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/10/22/art_1229661812_149960.html,0.0,0.0,0,10
,0,http://lssggzy.lishui.gov.cn/art/2009/10/22/art_1229661812_150007.html,0.0,0.0,0,8
,0,http://lssggzy.lishui.gov.cn/art/2009/10/22/art_1229661812_149989.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/10/22/art_1229661812_149997.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/10/22/art_1229661812_149980.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/10/21/art_1229661812_149951.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/10/14/art_1229661812_149943.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/10/10/art_1229661812_149934.html,0.0,0.0,0,7
,0,http://lssggzy.lishui.gov.cn/art/2009/9/30/art_1229661812_149926.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/9/29/art_1229661812_149912.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/9/29/art_1229661812_149919.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/9/24/art_1229661812_149905.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/9/23/art_1229661812_149894.html,0.0,0.0,0,6
,0,http://lssggzy.lishui.gov.cn/art/2009/9/18/art_1229661812_149884.html,0.0,0.0,0,9
,0,http://lssggzy.lishui.gov.cn/art/2009/9/8/art_1229661812_149874.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/9/2/art_1229661812_149853.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/9/2/art_1229661812_149863.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/8/31/art_1229661812_149843.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/8/27/art_1229661812_149819.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/8/27/art_1229661812_149827.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/8/27/art_1229661812_149835.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/8/20/art_1229661812_149813.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/8/14/art_1229661812_149805.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/8/13/art_1229661812_149792.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/8/13/art_1229661812_149797.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/8/13/art_1229661812_149785.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/8/13/art_1229661812_149778.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/8/11/art_1229661812_149769.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/8/10/art_1229661812_149760.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/8/7/art_1229661812_149749.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/8/7/art_1229661812_149739.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/8/5/art_1229661812_149729.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/8/4/art_1229661812_149707.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/8/4/art_1229661812_149718.html,0.0,2.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/7/29/art_1229661812_149696.html,0.0,0.0,0,6
,0,http://lssggzy.lishui.gov.cn/art/2009/7/22/art_1229661812_149685.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/7/22/art_1229661812_149674.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/7/22/art_1229661812_149664.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/7/16/art_1229661812_149643.html,0.0,0.0,0,6
,0,http://lssggzy.lishui.gov.cn/art/2009/7/16/art_1229661812_149654.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/7/16/art_1229661812_149631.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/7/1/art_1229661812_149620.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/6/29/art_1229661812_149608.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/6/26/art_1229661812_149596.html,0.0,0.0,0,7
,0,http://lssggzy.lishui.gov.cn/art/2009/6/22/art_1229661812_149572.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/6/22/art_1229661812_149584.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/6/19/art_1229661812_149560.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/6/19/art_1229661812_149548.html,0.0,0.0,0,7
,0,http://lssggzy.lishui.gov.cn/art/2009/6/18/art_1229661812_149535.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/6/18/art_1229661812_149524.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/6/15/art_1229661812_149512.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/6/10/art_1229661812_149502.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/6/4/art_1229661812_149492.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/6/4/art_1229661812_149480.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/6/2/art_1229661812_149469.html,0.0,8.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/5/25/art_1229661812_149460.html,0.0,3.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/5/22/art_1229661812_149439.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/5/22/art_1229661812_149429.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/5/22/art_1229661812_149450.html,0.0,0.0,0,7
,0,http://lssggzy.lishui.gov.cn/art/2009/5/19/art_1229661812_149419.html,0.0,3.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/5/18/art_1229661812_149409.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/5/18/art_1229661812_149388.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/5/18/art_1229661812_149366.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/5/18/art_1229661812_149377.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/5/18/art_1229661812_149398.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/5/14/art_1229661812_149336.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/5/14/art_1229661812_149344.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/5/14/art_1229661812_149327.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/5/14/art_1229661812_149355.html,0.0,0.0,0,7
,0,http://lssggzy.lishui.gov.cn/art/2009/5/13/art_1229661812_149309.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/5/13/art_1229661812_149318.html,0.0,0.0,0,7
,0,http://lssggzy.lishui.gov.cn/art/2009/4/30/art_1229661812_149302.html,0.0,1.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/4/27/art_1229661812_149292.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/4/24/art_1229661812_149282.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/4/21/art_1229661812_149258.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/4/21/art_1229661812_149267.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/4/20/art_1229661812_149249.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/4/15/art_1229661812_149240.html,0.0,0.0,0,10
,0,http://lssggzy.lishui.gov.cn/art/2009/4/10/art_1229661812_149231.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/4/8/art_1229661812_149222.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/4/7/art_1229661812_149215.html,0.0,3.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/4/2/art_1229661812_149206.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/3/31/art_1229661812_149199.html,0.0,0.0,0,8
,0,http://lssggzy.lishui.gov.cn/art/2009/3/27/art_1229661812_149192.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/3/20/art_1229661812_149170.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/3/20/art_1229661812_149182.html,0.0,1.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/3/16/art_1229661812_149150.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/3/16/art_1229661812_149161.html,0.0,0.0,0,8
,0,http://lssggzy.lishui.gov.cn/art/2009/3/11/art_1229661812_149140.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/3/9/art_1229661812_149131.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/3/9/art_1229661812_149120.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/3/5/art_1229661812_149110.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/3/3/art_1229661812_149100.html,0.0,2.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/2/23/art_1229661812_149090.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/2/20/art_1229661812_149080.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/2/17/art_1229661812_149071.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/2/12/art_1229661812_149061.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/2/6/art_1229661812_149050.html,0.0,0.0,0,10
,0,http://lssggzy.lishui.gov.cn/art/2009/1/19/art_1229661812_149022.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/1/19/art_1229661812_149039.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/1/19/art_1229661812_149031.html,0.0,3.0,0,7
,0,http://lssggzy.lishui.gov.cn/art/2009/1/16/art_1229661812_149013.html,0.0,2.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/1/15/art_1229661812_149004.html,0.0,3.0,0,7
,0,http://lssggzy.lishui.gov.cn/art/2009/1/12/art_1229661812_148996.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2009/1/9/art_1229661812_148987.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/1/9/art_1229661812_148978.html,0.0,0.0,0,7
,0,http://lssggzy.lishui.gov.cn/art/2009/1/8/art_1229661812_148969.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/1/6/art_1229661812_148960.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2009/1/5/art_1229661812_148951.html,0.0,0.0,0,6
,0,http://lssggzy.lishui.gov.cn/art/2009/1/4/art_1229661812_148936.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2009/1/4/art_1229661812_148944.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/12/31/art_1229661812_148920.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/12/31/art_1229661812_148894.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/12/31/art_1229661812_148903.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/12/31/art_1229661812_148928.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/12/31/art_1229661812_148911.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/12/30/art_1229661812_148866.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/12/30/art_1229661812_148885.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2008/12/30/art_1229661812_148876.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/12/26/art_1229661812_148838.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2008/12/26/art_1229661812_148857.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/12/26/art_1229661812_148848.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2008/12/23/art_1229661812_148829.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/12/23/art_1229661812_148819.html,0.0,0.0,0,6
,0,http://lssggzy.lishui.gov.cn/art/2008/12/22/art_1229661812_148803.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/12/19/art_1229661812_148786.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2008/12/19/art_1229661812_148794.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/12/18/art_1229661812_148778.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2008/12/16/art_1229661812_148770.html,0.0,0.0,0,6
,0,http://lssggzy.lishui.gov.cn/art/2008/12/15/art_1229661812_148762.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2008/12/15/art_1229661812_148754.html,0.0,0.5,0,5
,0,http://lssggzy.lishui.gov.cn/art/2008/12/12/art_1229661812_148737.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/12/12/art_1229661812_148746.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/12/12/art_1229661812_148727.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/12/10/art_1229661812_148707.html,0.0,0.0,0,9
,0,http://lssggzy.lishui.gov.cn/art/2008/12/10/art_1229661812_148718.html,0.0,1.0,0,6
,0,http://lssggzy.lishui.gov.cn/art/2008/12/9/art_1229661812_148685.html,0.0,0.0,0,7
,0,http://lssggzy.lishui.gov.cn/art/2008/12/9/art_1229661812_148696.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/12/8/art_1229661812_148663.html,0.0,0.0,0,9
,0,http://lssggzy.lishui.gov.cn/art/2008/12/8/art_1229661812_148674.html,0.0,0.0,0,9
,0,http://lssggzy.lishui.gov.cn/art/2008/12/5/art_1229661812_148642.html,0.0,0.0,0,9
,0,http://lssggzy.lishui.gov.cn/art/2008/12/5/art_1229661812_148632.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2008/12/2/art_1229661812_148598.html,0.0,3.0,0,7
,0,http://lssggzy.lishui.gov.cn/art/2008/12/2/art_1229661812_148622.html,0.0,2.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2008/12/2/art_1229661812_148610.html,0.0,0.0,0,6
,0,http://lssggzy.lishui.gov.cn/art/2008/11/28/art_1229661812_148585.html,0.0,0.0,0,7
,0,http://lssggzy.lishui.gov.cn/art/2008/11/25/art_1229661812_148575.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2008/11/19/art_1229661812_148563.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2008/11/12/art_1229661812_148546.html,0.0,1.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/11/11/art_1229661812_148534.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/11/11/art_1229661812_148523.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/10/31/art_1229661812_148510.html,0.0,0.0,0,8
,0,http://lssggzy.lishui.gov.cn/art/2008/10/28/art_1229661812_148469.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/10/28/art_1229661812_148480.html,0.0,3.0,0,7
,0,http://lssggzy.lishui.gov.cn/art/2008/10/28/art_1229661812_148457.html,0.0,0.0,0,7
,0,http://lssggzy.lishui.gov.cn/art/2008/10/28/art_1229661812_148496.html,0.0,3.0,0,8
,0,http://lssggzy.lishui.gov.cn/art/2008/10/23/art_1229661812_148404.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2008/10/23/art_1229661812_148390.html,0.0,0.0,0,9
,0,http://lssggzy.lishui.gov.cn/art/2008/10/23/art_1229661812_148430.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/10/23/art_1229661812_148417.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2008/10/23/art_1229661812_148443.html,0.0,0.0,0,7
,0,http://lssggzy.lishui.gov.cn/art/2008/10/23/art_1229661812_148377.html,0.0,0.0,0,7
,0,http://lssggzy.lishui.gov.cn/art/2008/10/16/art_1229661812_148367.html,0.0,0.0,0,7
,0,http://lssggzy.lishui.gov.cn/art/2008/10/16/art_1229661812_148356.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/10/15/art_1229661812_148345.html,0.0,0.0,0,0
,0,http://lssggzy.lishui.gov.cn/art/2008/10/13/art_1229661812_148335.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2008/10/13/art_1229661812_148314.html,0.0,0.0,0,10
,0,http://lssggzy.lishui.gov.cn/art/2008/10/13/art_1229661812_148325.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2008/10/13/art_1229661812_148303.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2008/10/10/art_1229661812_148280.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/10/10/art_1229661812_148291.html,0.0,3.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2008/10/9/art_1229661812_148253.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/10/9/art_1229661812_148267.html,0.0,0.0,0,7
,0,http://lssggzy.lishui.gov.cn/art/2008/10/9/art_1229661812_148397.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/10/7/art_1229661812_148372.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2008/10/7/art_1229661812_148361.html,0.0,0.0,0,6
,0,http://lssggzy.lishui.gov.cn/art/2008/10/7/art_1229661812_148383.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/9/28/art_1229661812_148352.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2008/9/28/art_1229661812_148341.html,0.0,0.0,0,0
,0,http://lssggzy.lishui.gov.cn/art/2008/9/26/art_1229661812_148329.html,0.0,0.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2008/9/25/art_1229661812_148317.html,0.0,0.0,0,0
,0,http://lssggzy.lishui.gov.cn/art/2008/9/24/art_1229661812_148306.html,0.0,3.0,0,4
,0,http://lssggzy.lishui.gov.cn/art/2008/9/22/art_1229661812_148297.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/9/17/art_1229661812_148271.html,0.0,2.0,0,6
,0,http://lssggzy.lishui.gov.cn/art/2008/9/17/art_1229661812_148284.html,0.0,0.0,0,3
,0,http://lssggzy.lishui.gov.cn/art/2008/9/16/art_1229661812_148258.html,0.0,0.0,0,5
,0,http://lssggzy.lishui.gov.cn/art/2008/9/11/art_1229661812_148247.html,0.0,0.0,0,3
